month,country,topic,age_group,share_of_messages
2024-11-01,ID,Practical Guidance,18-24,0.582
2024-11-01,ID,Practical Guidance,25-34,0.298
2024-11-01,ID,Practical Guidance,35-44,0.067
2024-11-01,ID,Practical Guidance,45-54,0.029
2024-11-01,ID,Practical Guidance,55-64,0.008
2024-11-01,ID,Practical Guidance,65+,0.016
2024-11-01,ID,Seeking information,18-24,0.587
2024-11-01,ID,Seeking information,25-34,0.279
2024-11-01,ID,Seeking information,35-44,0.068
2024-11-01,ID,Seeking information,45-54,0.032
2024-11-01,ID,Seeking information,55-64,0.015
2024-11-01,ID,Seeking information,65+,0.019
2024-11-01,ID,Self-expression,18-24,0.587
2024-11-01,ID,Self-expression,25-34,0.290
2024-11-01,ID,Self-expression,35-44,0.052
2024-11-01,ID,Self-expression,45-54,0.026
2024-11-01,ID,Self-expression,55-64,0.024
2024-11-01,ID,Self-expression,65+,0.020
2024-11-01,ID,Technical help,18-24,0.531
2024-11-01,ID,Technical help,25-34,0.332
2024-11-01,ID,Technical help,35-44,0.090
2024-11-01,ID,Technical help,45-54,0.033
2024-11-01,ID,Technical help,55-64,0.000
2024-11-01,ID,Technical help,65+,0.013
2024-11-01,ID,Writing,18-24,0.541
2024-11-01,ID,Writing,25-34,0.330
2024-11-01,ID,Writing,35-44,0.083
2024-11-01,ID,Writing,45-54,0.024
2024-11-01,ID,Writing,55-64,0.008
2024-11-01,ID,Writing,65+,0.014
2024-11-01,IE,Writing,18-24,0.293
2024-11-01,IE,Writing,25-34,0.453
2024-11-01,IE,Writing,35-44,0.158
2024-11-01,IE,Writing,45-54,0.084
2024-11-01,IE,Writing,55-64,0.012
2024-11-01,IE,Writing,65+,0.000
2024-11-01,IL,Practical Guidance,18-24,0.308
2024-11-01,IL,Practical Guidance,25-34,0.448
2024-11-01,IL,Practical Guidance,35-44,0.114
2024-11-01,IL,Practical Guidance,45-54,0.089
2024-11-01,IL,Practical Guidance,55-64,0.041
2024-11-01,IL,Practical Guidance,65+,0.000
2024-11-01,IL,Seeking information,18-24,0.147
2024-11-01,IL,Seeking information,25-34,0.478
2024-11-01,IL,Seeking information,35-44,0.108
2024-11-01,IL,Seeking information,45-54,0.181
2024-11-01,IL,Seeking information,55-64,0.034
2024-11-01,IL,Seeking information,65+,0.052
2024-11-01,IL,Writing,18-24,0.147
2024-11-01,IL,Writing,25-34,0.451
2024-11-01,IL,Writing,35-44,0.238
2024-11-01,IL,Writing,45-54,0.064
2024-11-01,IL,Writing,55-64,0.061
2024-11-01,IL,Writing,65+,0.040
2024-11-01,IN,Multimedia,18-24,0.440
2024-11-01,IN,Multimedia,25-34,0.369
2024-11-01,IN,Multimedia,35-44,0.122
2024-11-01,IN,Multimedia,45-54,0.035
2024-11-01,IN,Multimedia,55-64,0.019
2024-11-01,IN,Multimedia,65+,0.014
2024-11-01,IN,Other/Unknown,18-24,0.485
2024-11-01,IN,Other/Unknown,25-34,0.294
2024-11-01,IN,Other/Unknown,35-44,0.151
2024-11-01,IN,Other/Unknown,45-54,0.035
2024-11-01,IN,Other/Unknown,55-64,0.005
2024-11-01,IN,Other/Unknown,65+,0.029
2024-11-01,IN,Practical Guidance,18-24,0.539
2024-11-01,IN,Practical Guidance,25-34,0.333
2024-11-01,IN,Practical Guidance,35-44,0.076
2024-11-01,IN,Practical Guidance,45-54,0.033
2024-11-01,IN,Practical Guidance,55-64,0.010
2024-11-01,IN,Practical Guidance,65+,0.009
2024-11-01,IN,Seeking information,18-24,0.524
2024-11-01,IN,Seeking information,25-34,0.315
2024-11-01,IN,Seeking information,35-44,0.089
2024-11-01,IN,Seeking information,45-54,0.042
2024-11-01,IN,Seeking information,55-64,0.017
2024-11-01,IN,Seeking information,65+,0.013
2024-11-01,IN,Self-expression,18-24,0.541
2024-11-01,IN,Self-expression,25-34,0.285
2024-11-01,IN,Self-expression,35-44,0.106
2024-11-01,IN,Self-expression,45-54,0.038
2024-11-01,IN,Self-expression,55-64,0.005
2024-11-01,IN,Self-expression,65+,0.024
2024-11-01,IN,Technical help,18-24,0.531
2024-11-01,IN,Technical help,25-34,0.356
2024-11-01,IN,Technical help,35-44,0.078
2024-11-01,IN,Technical help,45-54,0.019
2024-11-01,IN,Technical help,55-64,0.007
2024-11-01,IN,Technical help,65+,0.009
2024-11-01,IN,Writing,18-24,0.386
2024-11-01,IN,Writing,25-34,0.413
2024-11-01,IN,Writing,35-44,0.138
2024-11-01,IN,Writing,45-54,0.046
2024-11-01,IN,Writing,55-64,0.006
2024-11-01,IN,Writing,65+,0.010
2024-11-01,IQ,Practical Guidance,18-24,0.571
2024-11-01,IQ,Practical Guidance,25-34,0.284
2024-11-01,IQ,Practical Guidance,35-44,0.079
2024-11-01,IQ,Practical Guidance,45-54,0.000
2024-11-01,IQ,Practical Guidance,55-64,0.004
2024-11-01,IQ,Practical Guidance,65+,0.062
2024-11-01,IQ,Self-expression,18-24,0.556
2024-11-01,IQ,Self-expression,25-34,0.330
2024-11-01,IQ,Self-expression,35-44,0.067
2024-11-01,IQ,Self-expression,45-54,0.000
2024-11-01,IQ,Self-expression,55-64,0.026
2024-11-01,IQ,Self-expression,65+,0.021
2024-11-01,IQ,Writing,18-24,0.500
2024-11-01,IQ,Writing,25-34,0.311
2024-11-01,IQ,Writing,35-44,0.133
2024-11-01,IQ,Writing,45-54,0.000
2024-11-01,IQ,Writing,55-64,0.021
2024-11-01,IQ,Writing,65+,0.035
2024-11-01,IT,Multimedia,18-24,0.233
2024-11-01,IT,Multimedia,25-34,0.333
2024-11-01,IT,Multimedia,35-44,0.289
2024-11-01,IT,Multimedia,45-54,0.092
2024-11-01,IT,Multimedia,55-64,0.021
2024-11-01,IT,Multimedia,65+,0.031
2024-11-01,IT,Other/Unknown,18-24,0.371
2024-11-01,IT,Other/Unknown,25-34,0.308
2024-11-01,IT,Other/Unknown,35-44,0.094
2024-11-01,IT,Other/Unknown,45-54,0.124
2024-11-01,IT,Other/Unknown,55-64,0.021
2024-11-01,IT,Other/Unknown,65+,0.082
2024-11-01,IT,Practical Guidance,18-24,0.344
2024-11-01,IT,Practical Guidance,25-34,0.364
2024-11-01,IT,Practical Guidance,35-44,0.154
2024-11-01,IT,Practical Guidance,45-54,0.086
2024-11-01,IT,Practical Guidance,55-64,0.031
2024-11-01,IT,Practical Guidance,65+,0.022
2024-11-01,IT,Seeking information,18-24,0.309
2024-11-01,IT,Seeking information,25-34,0.381
2024-11-01,IT,Seeking information,35-44,0.136
2024-11-01,IT,Seeking information,45-54,0.090
2024-11-01,IT,Seeking information,55-64,0.057
2024-11-01,IT,Seeking information,65+,0.027
2024-11-01,IT,Self-expression,18-24,0.345
2024-11-01,IT,Self-expression,25-34,0.368
2024-11-01,IT,Self-expression,35-44,0.099
2024-11-01,IT,Self-expression,45-54,0.133
2024-11-01,IT,Self-expression,55-64,0.033
2024-11-01,IT,Self-expression,65+,0.022
2024-11-01,IT,Technical help,18-24,0.254
2024-11-01,IT,Technical help,25-34,0.423
2024-11-01,IT,Technical help,35-44,0.094
2024-11-01,IT,Technical help,45-54,0.164
2024-11-01,IT,Technical help,55-64,0.051
2024-11-01,IT,Technical help,65+,0.013
2024-11-01,IT,Writing,18-24,0.291
2024-11-01,IT,Writing,25-34,0.371
2024-11-01,IT,Writing,35-44,0.154
2024-11-01,IT,Writing,45-54,0.106
2024-11-01,IT,Writing,55-64,0.056
2024-11-01,IT,Writing,65+,0.023
2024-11-01,JO,Practical Guidance,18-24,0.402
2024-11-01,JO,Practical Guidance,25-34,0.355
2024-11-01,JO,Practical Guidance,35-44,0.097
2024-11-01,JO,Practical Guidance,45-54,0.047
2024-11-01,JO,Practical Guidance,55-64,0.038
2024-11-01,JO,Practical Guidance,65+,0.061
2024-11-01,JO,Writing,18-24,0.374
2024-11-01,JO,Writing,25-34,0.382
2024-11-01,JO,Writing,35-44,0.140
2024-11-01,JO,Writing,45-54,0.063
2024-11-01,JO,Writing,55-64,0.000
2024-11-01,JO,Writing,65+,0.041
2024-11-01,JP,Multimedia,18-24,0.196
2024-11-01,JP,Multimedia,25-34,0.224
2024-11-01,JP,Multimedia,35-44,0.272
2024-11-01,JP,Multimedia,45-54,0.177
2024-11-01,JP,Multimedia,55-64,0.056
2024-11-01,JP,Multimedia,65+,0.074
2024-11-01,JP,Other/Unknown,18-24,0.349
2024-11-01,JP,Other/Unknown,25-34,0.262
2024-11-01,JP,Other/Unknown,35-44,0.203
2024-11-01,JP,Other/Unknown,45-54,0.110
2024-11-01,JP,Other/Unknown,55-64,0.052
2024-11-01,JP,Other/Unknown,65+,0.023
2024-11-01,JP,Practical Guidance,18-24,0.316
2024-11-01,JP,Practical Guidance,25-34,0.384
2024-11-01,JP,Practical Guidance,35-44,0.172
2024-11-01,JP,Practical Guidance,45-54,0.094
2024-11-01,JP,Practical Guidance,55-64,0.022
2024-11-01,JP,Practical Guidance,65+,0.012
2024-11-01,JP,Seeking information,18-24,0.329
2024-11-01,JP,Seeking information,25-34,0.329
2024-11-01,JP,Seeking information,35-44,0.140
2024-11-01,JP,Seeking information,45-54,0.110
2024-11-01,JP,Seeking information,55-64,0.068
2024-11-01,JP,Seeking information,65+,0.025
2024-11-01,JP,Self-expression,18-24,0.328
2024-11-01,JP,Self-expression,25-34,0.392
2024-11-01,JP,Self-expression,35-44,0.201
2024-11-01,JP,Self-expression,45-54,0.038
2024-11-01,JP,Self-expression,55-64,0.018
2024-11-01,JP,Self-expression,65+,0.023
2024-11-01,JP,Technical help,18-24,0.295
2024-11-01,JP,Technical help,25-34,0.466
2024-11-01,JP,Technical help,35-44,0.122
2024-11-01,JP,Technical help,45-54,0.076
2024-11-01,JP,Technical help,55-64,0.028
2024-11-01,JP,Technical help,65+,0.014
2024-11-01,JP,Writing,18-24,0.265
2024-11-01,JP,Writing,25-34,0.369
2024-11-01,JP,Writing,35-44,0.186
2024-11-01,JP,Writing,45-54,0.112
2024-11-01,JP,Writing,55-64,0.054
2024-11-01,JP,Writing,65+,0.015
2024-11-01,KE,Practical Guidance,18-24,0.529
2024-11-01,KE,Practical Guidance,25-34,0.339
2024-11-01,KE,Practical Guidance,35-44,0.028
2024-11-01,KE,Practical Guidance,45-54,0.084
2024-11-01,KE,Practical Guidance,55-64,0.000
2024-11-01,KE,Practical Guidance,65+,0.019
2024-11-01,KE,Seeking information,18-24,0.454
2024-11-01,KE,Seeking information,25-34,0.326
2024-11-01,KE,Seeking information,35-44,0.143
2024-11-01,KE,Seeking information,45-54,0.035
2024-11-01,KE,Seeking information,55-64,0.041
2024-11-01,KE,Seeking information,65+,0.000
2024-11-01,KE,Writing,18-24,0.283
2024-11-01,KE,Writing,25-34,0.455
2024-11-01,KE,Writing,35-44,0.163
2024-11-01,KE,Writing,45-54,0.028
2024-11-01,KE,Writing,55-64,0.030
2024-11-01,KE,Writing,65+,0.041
2024-11-01,KR,Multimedia,18-24,0.197
2024-11-01,KR,Multimedia,25-34,0.398
2024-11-01,KR,Multimedia,35-44,0.216
2024-11-01,KR,Multimedia,45-54,0.110
2024-11-01,KR,Multimedia,55-64,0.017
2024-11-01,KR,Multimedia,65+,0.062
2024-11-01,KR,Other/Unknown,18-24,0.259
2024-11-01,KR,Other/Unknown,25-34,0.317
2024-11-01,KR,Other/Unknown,35-44,0.242
2024-11-01,KR,Other/Unknown,45-54,0.119
2024-11-01,KR,Other/Unknown,55-64,0.059
2024-11-01,KR,Other/Unknown,65+,0.004
2024-11-01,KR,Practical Guidance,18-24,0.278
2024-11-01,KR,Practical Guidance,25-34,0.399
2024-11-01,KR,Practical Guidance,35-44,0.174
2024-11-01,KR,Practical Guidance,45-54,0.100
2024-11-01,KR,Practical Guidance,55-64,0.042
2024-11-01,KR,Practical Guidance,65+,0.007
2024-11-01,KR,Seeking information,18-24,0.248
2024-11-01,KR,Seeking information,25-34,0.355
2024-11-01,KR,Seeking information,35-44,0.186
2024-11-01,KR,Seeking information,45-54,0.109
2024-11-01,KR,Seeking information,55-64,0.055
2024-11-01,KR,Seeking information,65+,0.048
2024-11-01,KR,Technical help,18-24,0.280
2024-11-01,KR,Technical help,25-34,0.455
2024-11-01,KR,Technical help,35-44,0.175
2024-11-01,KR,Technical help,45-54,0.075
2024-11-01,KR,Technical help,55-64,0.004
2024-11-01,KR,Technical help,65+,0.012
2024-11-01,KR,Writing,18-24,0.244
2024-11-01,KR,Writing,25-34,0.370
2024-11-01,KR,Writing,35-44,0.201
2024-11-01,KR,Writing,45-54,0.116
2024-11-01,KR,Writing,55-64,0.043
2024-11-01,KR,Writing,65+,0.027
2024-11-01,KZ,Multimedia,18-24,0.477
2024-11-01,KZ,Multimedia,25-34,0.306
2024-11-01,KZ,Multimedia,35-44,0.191
2024-11-01,KZ,Multimedia,45-54,0.000
2024-11-01,KZ,Multimedia,55-64,0.026
2024-11-01,KZ,Multimedia,65+,0.000
2024-11-01,KZ,Other/Unknown,18-24,0.474
2024-11-01,KZ,Other/Unknown,25-34,0.224
2024-11-01,KZ,Other/Unknown,35-44,0.145
2024-11-01,KZ,Other/Unknown,45-54,0.000
2024-11-01,KZ,Other/Unknown,55-64,0.073
2024-11-01,KZ,Other/Unknown,65+,0.084
2024-11-01,KZ,Practical Guidance,18-24,0.558
2024-11-01,KZ,Practical Guidance,25-34,0.314
2024-11-01,KZ,Practical Guidance,35-44,0.091
2024-11-01,KZ,Practical Guidance,45-54,0.022
2024-11-01,KZ,Practical Guidance,55-64,0.011
2024-11-01,KZ,Practical Guidance,65+,0.005
2024-11-01,KZ,Seeking information,18-24,0.615
2024-11-01,KZ,Seeking information,25-34,0.230
2024-11-01,KZ,Seeking information,35-44,0.083
2024-11-01,KZ,Seeking information,45-54,0.023
2024-11-01,KZ,Seeking information,55-64,0.025
2024-11-01,KZ,Seeking information,65+,0.025
2024-11-01,KZ,Self-expression,18-24,0.640
2024-11-01,KZ,Self-expression,25-34,0.221
2024-11-01,KZ,Self-expression,35-44,0.064
2024-11-01,KZ,Self-expression,45-54,0.022
2024-11-01,KZ,Self-expression,55-64,0.000
2024-11-01,KZ,Self-expression,65+,0.053
2024-11-01,KZ,Technical help,18-24,0.491
2024-11-01,KZ,Technical help,25-34,0.329
2024-11-01,KZ,Technical help,35-44,0.084
2024-11-01,KZ,Technical help,45-54,0.071
2024-11-01,KZ,Technical help,55-64,0.025
2024-11-01,KZ,Technical help,65+,0.000
2024-11-01,KZ,Writing,18-24,0.543
2024-11-01,KZ,Writing,25-34,0.275
2024-11-01,KZ,Writing,35-44,0.097
2024-11-01,KZ,Writing,45-54,0.028
2024-11-01,KZ,Writing,55-64,0.026
2024-11-01,KZ,Writing,65+,0.031
2024-11-01,LK,Practical Guidance,18-24,0.473
2024-11-01,LK,Practical Guidance,25-34,0.443
2024-11-01,LK,Practical Guidance,35-44,0.024
2024-11-01,LK,Practical Guidance,45-54,0.045
2024-11-01,LK,Practical Guidance,55-64,0.000
2024-11-01,LK,Practical Guidance,65+,0.015
2024-11-01,LK,Writing,18-24,0.396
2024-11-01,LK,Writing,25-34,0.393
2024-11-01,LK,Writing,35-44,0.140
2024-11-01,LK,Writing,45-54,0.037
2024-11-01,LK,Writing,55-64,0.018
2024-11-01,LK,Writing,65+,0.016
2024-11-01,MA,Other/Unknown,18-24,0.391
2024-11-01,MA,Other/Unknown,25-34,0.362
2024-11-01,MA,Other/Unknown,35-44,0.182
2024-11-01,MA,Other/Unknown,45-54,0.029
2024-11-01,MA,Other/Unknown,55-64,0.002
2024-11-01,MA,Other/Unknown,65+,0.035
2024-11-01,MA,Practical Guidance,18-24,0.494
2024-11-01,MA,Practical Guidance,25-34,0.342
2024-11-01,MA,Practical Guidance,35-44,0.086
2024-11-01,MA,Practical Guidance,45-54,0.030
2024-11-01,MA,Practical Guidance,55-64,0.007
2024-11-01,MA,Practical Guidance,65+,0.041
2024-11-01,MA,Seeking information,18-24,0.455
2024-11-01,MA,Seeking information,25-34,0.368
2024-11-01,MA,Seeking information,35-44,0.074
2024-11-01,MA,Seeking information,45-54,0.043
2024-11-01,MA,Seeking information,55-64,0.024
2024-11-01,MA,Seeking information,65+,0.037
2024-11-01,MA,Self-expression,18-24,0.456
2024-11-01,MA,Self-expression,25-34,0.268
2024-11-01,MA,Self-expression,35-44,0.137
2024-11-01,MA,Self-expression,45-54,0.058
2024-11-01,MA,Self-expression,55-64,0.031
2024-11-01,MA,Self-expression,65+,0.050
2024-11-01,MA,Writing,18-24,0.400
2024-11-01,MA,Writing,25-34,0.388
2024-11-01,MA,Writing,35-44,0.116
2024-11-01,MA,Writing,45-54,0.055
2024-11-01,MA,Writing,55-64,0.000
2024-11-01,MA,Writing,65+,0.041
2024-11-01,MX,Multimedia,18-24,0.465
2024-11-01,MX,Multimedia,25-34,0.287
2024-11-01,MX,Multimedia,35-44,0.156
2024-11-01,MX,Multimedia,45-54,0.035
2024-11-01,MX,Multimedia,55-64,0.049
2024-11-01,MX,Multimedia,65+,0.008
2024-11-01,MX,Other/Unknown,18-24,0.428
2024-11-01,MX,Other/Unknown,25-34,0.317
2024-11-01,MX,Other/Unknown,35-44,0.138
2024-11-01,MX,Other/Unknown,45-54,0.076
2024-11-01,MX,Other/Unknown,55-64,0.032
2024-11-01,MX,Other/Unknown,65+,0.009
2024-11-01,MX,Practical Guidance,18-24,0.549
2024-11-01,MX,Practical Guidance,25-34,0.293
2024-11-01,MX,Practical Guidance,35-44,0.094
2024-11-01,MX,Practical Guidance,45-54,0.035
2024-11-01,MX,Practical Guidance,55-64,0.017
2024-11-01,MX,Practical Guidance,65+,0.012
2024-11-01,MX,Seeking information,18-24,0.505
2024-11-01,MX,Seeking information,25-34,0.305
2024-11-01,MX,Seeking information,35-44,0.094
2024-11-01,MX,Seeking information,45-54,0.071
2024-11-01,MX,Seeking information,55-64,0.005
2024-11-01,MX,Seeking information,65+,0.020
2024-11-01,MX,Self-expression,18-24,0.464
2024-11-01,MX,Self-expression,25-34,0.282
2024-11-01,MX,Self-expression,35-44,0.113
2024-11-01,MX,Self-expression,45-54,0.045
2024-11-01,MX,Self-expression,55-64,0.039
2024-11-01,MX,Self-expression,65+,0.058
2024-11-01,MX,Technical help,18-24,0.506
2024-11-01,MX,Technical help,25-34,0.323
2024-11-01,MX,Technical help,35-44,0.107
2024-11-01,MX,Technical help,45-54,0.027
2024-11-01,MX,Technical help,55-64,0.021
2024-11-01,MX,Technical help,65+,0.017
2024-11-01,MX,Writing,18-24,0.466
2024-11-01,MX,Writing,25-34,0.342
2024-11-01,MX,Writing,35-44,0.108
2024-11-01,MX,Writing,45-54,0.060
2024-11-01,MX,Writing,55-64,0.010
2024-11-01,MX,Writing,65+,0.014
2024-11-01,MY,Practical Guidance,18-24,0.522
2024-11-01,MY,Practical Guidance,25-34,0.302
2024-11-01,MY,Practical Guidance,35-44,0.127
2024-11-01,MY,Practical Guidance,45-54,0.026
2024-11-01,MY,Practical Guidance,55-64,0.010
2024-11-01,MY,Practical Guidance,65+,0.013
2024-11-01,MY,Seeking information,18-24,0.402
2024-11-01,MY,Seeking information,25-34,0.367
2024-11-01,MY,Seeking information,35-44,0.154
2024-11-01,MY,Seeking information,45-54,0.054
2024-11-01,MY,Seeking information,55-64,0.022
2024-11-01,MY,Seeking information,65+,0.000
2024-11-01,MY,Self-expression,18-24,0.454
2024-11-01,MY,Self-expression,25-34,0.378
2024-11-01,MY,Self-expression,35-44,0.134
2024-11-01,MY,Self-expression,45-54,0.014
2024-11-01,MY,Self-expression,55-64,0.017
2024-11-01,MY,Self-expression,65+,0.002
2024-11-01,MY,Technical help,18-24,0.475
2024-11-01,MY,Technical help,25-34,0.268
2024-11-01,MY,Technical help,35-44,0.173
2024-11-01,MY,Technical help,45-54,0.064
2024-11-01,MY,Technical help,55-64,0.000
2024-11-01,MY,Technical help,65+,0.019
2024-11-01,MY,Writing,18-24,0.401
2024-11-01,MY,Writing,25-34,0.352
2024-11-01,MY,Writing,35-44,0.179
2024-11-01,MY,Writing,45-54,0.038
2024-11-01,MY,Writing,55-64,0.014
2024-11-01,MY,Writing,65+,0.016
2024-11-01,NG,Practical Guidance,18-24,0.448
2024-11-01,NG,Practical Guidance,25-34,0.353
2024-11-01,NG,Practical Guidance,35-44,0.146
2024-11-01,NG,Practical Guidance,45-54,0.040
2024-11-01,NG,Practical Guidance,55-64,0.013
2024-11-01,NG,Practical Guidance,65+,0.001
2024-11-01,NG,Seeking information,18-24,0.338
2024-11-01,NG,Seeking information,25-34,0.387
2024-11-01,NG,Seeking information,35-44,0.177
2024-11-01,NG,Seeking information,45-54,0.066
2024-11-01,NG,Seeking information,55-64,0.000
2024-11-01,NG,Seeking information,65+,0.032
2024-11-01,NG,Writing,18-24,0.275
2024-11-01,NG,Writing,25-34,0.459
2024-11-01,NG,Writing,35-44,0.160
2024-11-01,NG,Writing,45-54,0.066
2024-11-01,NG,Writing,55-64,0.014
2024-11-01,NG,Writing,65+,0.025
2024-11-01,NL,Multimedia,18-24,0.245
2024-11-01,NL,Multimedia,25-34,0.339
2024-11-01,NL,Multimedia,35-44,0.155
2024-11-01,NL,Multimedia,45-54,0.132
2024-11-01,NL,Multimedia,55-64,0.088
2024-11-01,NL,Multimedia,65+,0.041
2024-11-01,NL,Practical Guidance,18-24,0.293
2024-11-01,NL,Practical Guidance,25-34,0.383
2024-11-01,NL,Practical Guidance,35-44,0.187
2024-11-01,NL,Practical Guidance,45-54,0.073
2024-11-01,NL,Practical Guidance,55-64,0.039
2024-11-01,NL,Practical Guidance,65+,0.024
2024-11-01,NL,Seeking information,18-24,0.251
2024-11-01,NL,Seeking information,25-34,0.364
2024-11-01,NL,Seeking information,35-44,0.185
2024-11-01,NL,Seeking information,45-54,0.129
2024-11-01,NL,Seeking information,55-64,0.031
2024-11-01,NL,Seeking information,65+,0.040
2024-11-01,NL,Technical help,18-24,0.328
2024-11-01,NL,Technical help,25-34,0.417
2024-11-01,NL,Technical help,35-44,0.177
2024-11-01,NL,Technical help,45-54,0.048
2024-11-01,NL,Technical help,55-64,0.007
2024-11-01,NL,Technical help,65+,0.023
2024-11-01,NL,Writing,18-24,0.302
2024-11-01,NL,Writing,25-34,0.408
2024-11-01,NL,Writing,35-44,0.159
2024-11-01,NL,Writing,45-54,0.072
2024-11-01,NL,Writing,55-64,0.039
2024-11-01,NL,Writing,65+,0.020
2024-11-01,NO,Practical Guidance,18-24,0.439
2024-11-01,NO,Practical Guidance,25-34,0.363
2024-11-01,NO,Practical Guidance,35-44,0.129
2024-11-01,NO,Practical Guidance,45-54,0.034
2024-11-01,NO,Practical Guidance,55-64,0.035
2024-11-01,NO,Practical Guidance,65+,0.000
2024-11-01,NO,Writing,18-24,0.296
2024-11-01,NO,Writing,25-34,0.299
2024-11-01,NO,Writing,35-44,0.184
2024-11-01,NO,Writing,45-54,0.118
2024-11-01,NO,Writing,55-64,0.063
2024-11-01,NO,Writing,65+,0.039
2024-11-01,NP,Practical Guidance,18-24,0.395
2024-11-01,NP,Practical Guidance,25-34,0.424
2024-11-01,NP,Practical Guidance,35-44,0.038
2024-11-01,NP,Practical Guidance,45-54,0.000
2024-11-01,NP,Practical Guidance,55-64,0.081
2024-11-01,NP,Practical Guidance,65+,0.062
2024-11-01,PE,Practical Guidance,18-24,0.510
2024-11-01,PE,Practical Guidance,25-34,0.316
2024-11-01,PE,Practical Guidance,35-44,0.090
2024-11-01,PE,Practical Guidance,45-54,0.042
2024-11-01,PE,Practical Guidance,55-64,0.023
2024-11-01,PE,Practical Guidance,65+,0.019
2024-11-01,PE,Seeking information,18-24,0.551
2024-11-01,PE,Seeking information,25-34,0.292
2024-11-01,PE,Seeking information,35-44,0.106
2024-11-01,PE,Seeking information,45-54,0.026
2024-11-01,PE,Seeking information,55-64,0.005
2024-11-01,PE,Seeking information,65+,0.021
2024-11-01,PE,Technical help,18-24,0.434
2024-11-01,PE,Technical help,25-34,0.383
2024-11-01,PE,Technical help,35-44,0.133
2024-11-01,PE,Technical help,45-54,0.024
2024-11-01,PE,Technical help,55-64,0.024
2024-11-01,PE,Technical help,65+,0.002
2024-11-01,PE,Writing,18-24,0.469
2024-11-01,PE,Writing,25-34,0.348
2024-11-01,PE,Writing,35-44,0.110
2024-11-01,PE,Writing,45-54,0.046
2024-11-01,PE,Writing,55-64,0.023
2024-11-01,PE,Writing,65+,0.004
2024-11-01,PH,Multimedia,18-24,0.479
2024-11-01,PH,Multimedia,25-34,0.380
2024-11-01,PH,Multimedia,35-44,0.095
2024-11-01,PH,Multimedia,45-54,0.026
2024-11-01,PH,Multimedia,55-64,0.000
2024-11-01,PH,Multimedia,65+,0.020
2024-11-01,PH,Other/Unknown,18-24,0.458
2024-11-01,PH,Other/Unknown,25-34,0.362
2024-11-01,PH,Other/Unknown,35-44,0.116
2024-11-01,PH,Other/Unknown,45-54,0.043
2024-11-01,PH,Other/Unknown,55-64,0.000
2024-11-01,PH,Other/Unknown,65+,0.021
2024-11-01,PH,Practical Guidance,18-24,0.545
2024-11-01,PH,Practical Guidance,25-34,0.303
2024-11-01,PH,Practical Guidance,35-44,0.093
2024-11-01,PH,Practical Guidance,45-54,0.036
2024-11-01,PH,Practical Guidance,55-64,0.008
2024-11-01,PH,Practical Guidance,65+,0.016
